transaction_id,transaction_date,transaction_time,transaction_amount,transaction_category,customer_location,merchant_name,merchant_location,transaction_mode,amount_paid,previous_transactions_count,merchant_category,credit_card_id,status
3428,2024-10-10,2:58:18,4683.8,Clothing,Pune,More,Pune,POS,4683.8,11,Retail,1028,Failed
3429,2024-10-10,23:50:42,2308.83,Healthcare,Hyderabad,More,Hyderabad,POS,2308.83,17,Grocery,2128,Pending
3430,2024-10-10,8:18:30,559.6,Electronics,Chennai,More,Delhi,POS,559.6,7,Grocery,808,Failed
3431,2024-10-10,10:21:53,646.79,Electronics,Kolkata,Spencer's,Delhi,POS,646.79,17,Retail,2380,Pending
3432,2024-10-10,10:13:41,4023.57,Electronics,Chennai,Spencer's,Delhi,POS,4023.57,8,Grocery,1854,Success
3433,2024-10-10,0:19:29,4452.81,Electronics,Chennai,More,Kolkata,POS,4452.81,15,Electronics,2842,Failed
3434,2024-10-10,15:37:23,4469.4,Clothing,Hyderabad,HyperCity,Pune,Online,4469.4,19,Electronics,2171,Failed
3435,2024-10-10,18:56:57,2918.43,Furniture,Kolkata,Reliance Fresh,Pune,POS,2918.43,19,Grocery,1630,Pending
3436,2024-10-10,19:32:59,1802.88,Healthcare,Hyderabad,More,Pune,Online,1802.88,7,Apparel,2441,Failed
3437,2024-10-10,9:46:10,2059.6,Furniture,Delhi,Reliance Fresh,Chennai,ATM,2059.6,9,Furniture,1618,Success
3438,2024-10-10,14:48:55,4594.21,Clothing,Delhi,More,Kolkata,POS,4594.21,15,Furniture,1363,Success
3439,2024-10-10,21:11:01,3934.65,Groceries,Delhi,HyperCity,Chennai,Online,3934.65,7,Retail,783,Failed
3440,2024-10-10,3:30:05,2525.83,Groceries,Bangalore,Reliance Fresh,Bangalore,Online,2525.83,7,Furniture,2438,Pending
3441,2024-10-10,9:00:06,2903.05,Electronics,Delhi,More,Kolkata,POS,2903.05,4,Furniture,1169,Success
3442,2024-10-10,19:27:59,974.3,Furniture,Bangalore,D Mart,Pune,Online,974.3,6,Grocery,2080,Failed
3443,2024-10-10,21:04:49,1108.27,Groceries,Pune,Reliance Fresh,Pune,ATM,1108.27,8,Furniture,2751,Pending
3444,2024-10-10,4:19:45,4264.47,Healthcare,Kolkata,D Mart,Delhi,Online,4264.47,4,Electronics,2997,Failed
3445,2024-10-10,17:57:57,3987.02,Electronics,Hyderabad,HyperCity,Hyderabad,Online,3987.02,12,Apparel,2718,Success
3446,2024-10-10,21:46:43,1670.41,Groceries,Pune,More,Hyderabad,Online,1670.41,1,Apparel,1635,Failed
3447,2024-10-10,23:02:40,555.4,Furniture,Pune,D Mart,Delhi,ATM,555.4,13,Electronics,1622,Success
3448,2024-10-10,13:44:15,1803.67,Groceries,Delhi,Easy Day,Kolkata,Online,1803.67,5,Electronics,2194,Failed
3449,2024-10-10,6:48:44,2984.88,Healthcare,Delhi,More,Bangalore,Online,2984.88,18,Grocery,1352,Failed
3450,2024-10-10,14:49:37,4827.5,Groceries,Pune,More,Bangalore,Online,4827.5,14,Grocery,1280,Success
3451,2024-10-10,20:56:58,771.55,Clothing,Mumbai,Metro,Bangalore,POS,771.55,20,Furniture,2330,Failed
3452,2024-10-10,1:59:44,4654.53,Groceries,Chennai,Reliance Fresh,Kolkata,ATM,4654.53,17,Retail,1606,Success
3453,2024-10-10,9:34:33,3039.49,Healthcare,Chennai,Spencer's,Delhi,POS,3039.49,17,Apparel,1972,Failed
3454,2024-10-10,8:01:10,4697.5,Groceries,Hyderabad,D Mart,Chennai,ATM,4697.5,3,Apparel,2811,Pending
3455,2024-10-10,4:22:34,4684.95,Electronics,Mumbai,More,Mumbai,POS,4684.95,8,Apparel,1567,Success
3456,2024-10-10,3:51:37,742.63,Furniture,Mumbai,Metro,Pune,Online,742.63,19,Retail,3164,Success
3457,2024-10-10,12:21:12,3286.04,Healthcare,Delhi,Metro,Mumbai,POS,3286.04,13,Grocery,2494,Failed
3458,2024-10-10,22:27:17,4082.41,Furniture,Mumbai,D Mart,Kolkata,POS,4082.41,16,Electronics,3121,Pending
3459,2024-10-10,0:42:37,4213.96,Furniture,Hyderabad,More,Kolkata,ATM,4213.96,17,Furniture,1492,Success
3460,2024-10-10,10:03:45,784,Electronics,Chennai,More,Hyderabad,Online,784,11,Grocery,1536,Success
3461,2024-10-10,0:48:58,3182.24,Electronics,Delhi,HyperCity,Hyderabad,POS,3182.24,6,Electronics,3022,Failed
3462,2024-10-10,2:43:17,667.28,Clothing,Hyderabad,V-Mart,Hyderabad,ATM,667.28,10,Apparel,1155,Failed
3463,2024-10-10,11:30:58,1812.38,Groceries,Hyderabad,D Mart,Chennai,POS,1812.38,12,Furniture,2120,Failed
3464,2024-10-10,17:49:09,2545.35,Groceries,Mumbai,More,Pune,ATM,2545.35,19,Grocery,3171,Pending
3465,2024-10-10,4:16:02,4920.5,Furniture,Delhi,More,Chennai,ATM,4920.5,17,Grocery,3124,Failed
3466,2024-10-10,11:10:20,4290.22,Clothing,Kolkata,D Mart,Kolkata,Online,4290.22,9,Electronics,2115,Pending
3467,2024-10-10,14:49:16,1598.04,Furniture,Bangalore,D Mart,Mumbai,ATM,1598.04,16,Apparel,2395,Success
3468,2024-10-10,6:34:40,3276.83,Groceries,Kolkata,More,Mumbai,POS,3276.83,5,Retail,2924,Pending
3469,2024-10-10,19:17:39,4454.66,Electronics,Pune,More,Hyderabad,ATM,4454.66,17,Retail,2707,Failed
3470,2024-10-10,9:46:23,1368.26,Electronics,Mumbai,D Mart,Kolkata,POS,1368.26,19,Apparel,2873,Failed
3471,2024-10-10,10:59:48,582.74,Groceries,Mumbai,More,Chennai,Online,582.74,3,Furniture,584,Pending
3472,2024-10-10,19:52:00,1399.53,Electronics,Bangalore,More,Mumbai,POS,1399.53,6,Grocery,2618,Failed
3473,2024-10-10,22:07:06,745.51,Healthcare,Delhi,Spencer's,Chennai,ATM,745.51,9,Grocery,1756,Failed
3474,2024-10-10,2:18:03,2293.74,Electronics,Delhi,HyperCity,Chennai,Online,2293.74,10,Retail,2078,Pending
3475,2024-10-10,11:03:28,4790.46,Electronics,Mumbai,Spencer's,Mumbai,POS,4790.46,3,Apparel,2740,Success
3476,2024-10-10,15:24:53,3209.29,Healthcare,Bangalore,Easy Day,Chennai,ATM,3209.29,9,Retail,1381,Failed
3477,2024-10-10,0:16:40,3930.84,Healthcare,Kolkata,Metro,Bangalore,Online,3930.84,18,Retail,2465,Pending
3478,2024-10-10,18:25:14,4531.94,Groceries,Mumbai,Spencer's,Chennai,POS,4531.94,8,Electronics,2280,Success
3479,2024-10-10,13:46:48,4111.56,Electronics,Bangalore,Reliance Fresh,Bangalore,Online,4111.56,16,Apparel,720,Success
3480,2024-10-10,22:54:08,2126.8,Clothing,Mumbai,HyperCity,Kolkata,Online,2126.8,5,Grocery,2897,Pending
3481,2024-10-10,16:24:13,4025.22,Furniture,Chennai,More,Mumbai,POS,4025.22,14,Electronics,3185,Pending
3482,2024-10-10,9:44:10,2405.44,Electronics,Bangalore,Big Bazaar,Delhi,Online,2405.44,12,Apparel,2718,Failed
3483,2024-10-10,2:31:35,2497.08,Groceries,Kolkata,Croma,Hyderabad,Online,2497.08,12,Apparel,1041,Success
3484,2024-10-10,1:14:07,2742.69,Electronics,Delhi,Croma,Kolkata,POS,2742.69,20,Furniture,2911,Failed
3485,2024-10-10,17:09:44,3623.44,Clothing,Delhi,Spencer's,Mumbai,POS,3623.44,17,Apparel,788,Pending
3486,2024-10-10,1:03:13,3310.01,Healthcare,Hyderabad,D Mart,Chennai,ATM,3310.01,18,Grocery,876,Success
3487,2024-10-10,3:52:35,2648.08,Groceries,Bangalore,D Mart,Mumbai,Online,2648.08,9,Grocery,1550,Pending
3488,2024-10-10,14:26:30,1683.92,Electronics,Bangalore,D Mart,Bangalore,POS,1683.92,10,Apparel,2232,Failed
3489,2024-10-10,4:40:58,1475.75,Electronics,Chennai,More,Kolkata,POS,1475.75,9,Retail,1078,Pending
3490,2024-10-10,15:46:46,4511.1,Groceries,Kolkata,Spencer's,Chennai,ATM,4511.1,11,Electronics,2732,Failed
3491,2024-10-10,9:31:18,3445.94,Healthcare,Bangalore,D Mart,Kolkata,Online,3445.94,7,Electronics,2666,Success
3492,2024-10-10,4:23:06,4517.51,Groceries,Chennai,Croma,Mumbai,POS,4517.51,1,Apparel,2957,Success
3493,2024-10-10,20:46:23,1428.33,Groceries,Mumbai,D Mart,Kolkata,Online,1428.33,15,Grocery,2717,Pending
3494,2024-10-10,21:10:40,1497.45,Groceries,Kolkata,D Mart,Kolkata,ATM,1497.45,3,Apparel,2670,Success
3495,2024-10-10,11:50:52,633.26,Electronics,Bangalore,Metro,Hyderabad,POS,633.26,12,Apparel,2106,Failed
3496,2024-10-10,9:45:23,554.97,Groceries,Hyderabad,Reliance Fresh,Kolkata,ATM,554.97,11,Electronics,2267,Success
3497,2024-10-10,23:20:50,4015.16,Groceries,Kolkata,Croma,Hyderabad,Online,4015.16,10,Retail,3204,Success
3498,2024-10-10,1:04:35,2395.16,Clothing,Delhi,HyperCity,Pune,ATM,2395.16,6,Electronics,2941,Pending
3499,2024-10-11,6:56:20,3683.14,Groceries,Pune,More,Bangalore,POS,3683.14,11,Electronics,1993,Pending
3500,2024-10-11,7:05:15,2280.9,Furniture,Delhi,More,Pune,ATM,2280.9,5,Grocery,2077,Success
3501,2024-10-11,10:27:29,4785.49,Groceries,Kolkata,Big Bazaar,Bangalore,Online,4785.49,3,Retail,1392,Failed
3502,2024-10-11,12:56:58,4642.54,Clothing,Chennai,Reliance Fresh,Delhi,ATM,4642.54,20,Electronics,1655,Success
3503,2024-10-11,19:22:48,3325.61,Clothing,Hyderabad,D Mart,Delhi,POS,3325.61,14,Apparel,2704,Failed
3504,2024-10-11,7:47:31,1160.88,Furniture,Bangalore,HyperCity,Bangalore,POS,1160.88,7,Grocery,2014,Success
3505,2024-10-11,22:02:48,4759.53,Clothing,Hyderabad,More,Mumbai,POS,4759.53,2,Electronics,1933,Pending
3506,2024-10-11,1:06:49,4196.87,Groceries,Mumbai,More,Chennai,ATM,4196.87,4,Grocery,2777,Pending
3507,2024-10-11,6:52:59,3534.34,Furniture,Kolkata,Spencer's,Kolkata,Online,3534.34,1,Apparel,1593,Pending
3508,2024-10-11,18:51:48,3193.8,Groceries,Kolkata,More,Hyderabad,POS,3193.8,19,Electronics,2910,Failed
3509,2024-10-11,6:36:04,3864.61,Groceries,Mumbai,Metro,Pune,ATM,3864.61,8,Retail,2067,Failed
3510,2024-10-11,2:08:41,979.15,Clothing,Kolkata,More,Kolkata,POS,979.15,16,Electronics,1775,Failed
3511,2024-10-11,19:13:10,1582,Clothing,Kolkata,Croma,Bangalore,ATM,1582,20,Apparel,1545,Success
3512,2024-10-11,20:01:42,2444.09,Healthcare,Chennai,More,Mumbai,ATM,2444.09,14,Furniture,2229,Failed
3513,2024-10-11,11:58:24,1203.07,Clothing,Pune,Big Bazaar,Mumbai,ATM,1203.07,16,Electronics,3112,Success
3514,2024-10-11,9:55:07,1643.51,Groceries,Pune,Croma,Delhi,POS,1643.51,1,Retail,2062,Pending
3515,2024-10-11,6:02:35,1020.09,Clothing,Hyderabad,More,Hyderabad,ATM,1020.09,15,Electronics,2630,Pending
3516,2024-10-11,7:09:37,580.32,Healthcare,Bangalore,Croma,Hyderabad,Online,580.32,11,Electronics,2258,Success
3517,2024-10-11,5:38:20,3195.33,Furniture,Hyderabad,Easy Day,Hyderabad,Online,3195.33,17,Electronics,1869,Failed
3518,2024-10-11,15:56:50,3784.65,Furniture,Chennai,Metro,Mumbai,POS,3784.65,7,Furniture,2505,Pending
3519,2024-10-11,2:32:31,3357.98,Electronics,Bangalore,More,Chennai,ATM,3357.98,4,Retail,3024,Pending
3520,2024-10-11,2:28:37,2058.48,Clothing,Mumbai,More,Delhi,ATM,2058.48,16,Furniture,2101,Pending
3521,2024-10-11,0:11:41,4513.73,Healthcare,Mumbai,D Mart,Hyderabad,ATM,4513.73,2,Apparel,2268,Pending
3522,2024-10-11,4:24:26,4095.77,Groceries,Pune,Spencer's,Delhi,ATM,4095.77,4,Apparel,2008,Pending
3523,2024-10-11,20:44:47,1995.07,Electronics,Hyderabad,More,Pune,Online,1995.07,7,Grocery,2577,Success
3524,2024-10-11,3:25:43,1334.2,Furniture,Chennai,Easy Day,Delhi,POS,1334.2,1,Grocery,1231,Pending
3525,2024-10-11,6:42:39,4330.91,Furniture,Mumbai,D Mart,Delhi,ATM,4330.91,15,Retail,2610,Failed
3526,2024-10-11,10:06:37,913.68,Clothing,Pune,Big Bazaar,Chennai,ATM,913.68,16,Grocery,2835,Success
3527,2024-10-11,16:35:01,1406.98,Furniture,Delhi,More,Pune,POS,1406.98,6,Retail,2735,Pending
3528,2024-10-11,14:43:00,4531.51,Electronics,Mumbai,More,Bangalore,Online,4531.51,2,Apparel,703,Pending
3529,2024-10-11,19:14:52,1573.07,Furniture,Bangalore,More,Bangalore,ATM,1573.07,17,Apparel,1932,Success
3530,2024-10-11,18:32:46,3279.26,Healthcare,Bangalore,Croma,Bangalore,Online,3279.26,11,Furniture,2935,Success
3531,2024-10-11,17:45:55,3483.9,Clothing,Delhi,D Mart,Pune,ATM,3483.9,12,Electronics,1935,Pending
3532,2024-10-11,19:23:06,4317.74,Healthcare,Chennai,HyperCity,Hyderabad,ATM,4317.74,20,Grocery,2636,Failed
3533,2024-10-11,5:16:25,1829.23,Electronics,Chennai,Spencer's,Chennai,ATM,1829.23,12,Apparel,1524,Success
3534,2024-10-11,3:34:57,1501.37,Groceries,Chennai,HyperCity,Delhi,ATM,1501.37,5,Retail,2484,Success
3535,2024-10-11,16:34:38,1942.79,Groceries,Kolkata,HyperCity,Delhi,ATM,1942.79,7,Retail,2795,Success
3536,2024-10-11,15:45:41,632.21,Clothing,Delhi,More,Pune,ATM,632.21,2,Grocery,1414,Failed
3537,2024-10-11,11:45:16,2322.53,Healthcare,Bangalore,More,Pune,POS,2322.53,4,Grocery,3156,Success
3538,2024-10-11,6:25:19,1127.45,Electronics,Delhi,More,Pune,Online,1127.45,2,Furniture,1848,Failed
3539,2024-10-11,21:14:10,4034.08,Healthcare,Pune,Reliance Fresh,Kolkata,POS,4034.08,2,Furniture,3194,Failed
3540,2024-10-11,7:27:32,1432.4,Groceries,Delhi,Big Bazaar,Mumbai,ATM,1432.4,12,Furniture,800,Failed
3541,2024-10-11,17:31:40,4814.55,Electronics,Chennai,D Mart,Delhi,Online,4814.55,8,Retail,2538,Failed
3542,2024-10-11,16:35:50,4170.91,Healthcare,Delhi,D Mart,Chennai,ATM,4170.91,2,Furniture,2457,Success
3543,2024-10-11,23:18:54,3277.72,Healthcare,Delhi,More,Mumbai,POS,3277.72,4,Furniture,1776,Success
3544,2024-10-11,18:45:54,835.31,Furniture,Pune,Reliance Fresh,Bangalore,POS,835.31,20,Furniture,2315,Pending
3545,2024-10-11,7:16:01,4040.33,Electronics,Hyderabad,D Mart,Delhi,POS,4040.33,9,Apparel,2624,Pending
3546,2024-10-11,23:33:35,4117.77,Healthcare,Mumbai,HyperCity,Delhi,Online,4117.77,15,Retail,2512,Pending
3547,2024-10-11,6:16:45,1625.93,Clothing,Chennai,Spencer's,Bangalore,POS,1625.93,11,Electronics,2763,Success
3548,2024-10-11,1:36:00,2478.3,Furniture,Mumbai,Big Bazaar,Bangalore,Online,2478.3,12,Electronics,1680,Pending
3549,2024-10-11,3:08:20,4744.97,Healthcare,Delhi,D Mart,Bangalore,ATM,4744.97,4,Retail,1604,Pending
3550,2024-10-11,9:17:38,623.45,Healthcare,Pune,More,Hyderabad,ATM,623.45,8,Furniture,2731,Failed
3551,2024-10-11,2:02:45,760.82,Electronics,Kolkata,Big Bazaar,Bangalore,POS,760.82,16,Furniture,2333,Pending
3552,2024-10-11,3:06:35,3936.95,Clothing,Hyderabad,D Mart,Kolkata,POS,3936.95,8,Apparel,499,Success
3553,2024-10-11,3:40:18,4964.47,Furniture,Pune,More,Mumbai,POS,4964.47,8,Grocery,1313,Pending
3554,2024-10-11,0:37:51,649.94,Groceries,Chennai,Metro,Chennai,ATM,649.94,16,Retail,2672,Pending
3555,2024-10-11,16:07:46,4505.75,Furniture,Delhi,Spencer's,Mumbai,Online,4505.75,19,Retail,2020,Pending
3556,2024-10-11,10:27:02,2438.37,Groceries,Mumbai,D Mart,Bangalore,POS,2438.37,8,Retail,2301,Pending
3557,2024-10-11,21:14:09,1602.06,Electronics,Kolkata,V-Mart,Pune,Online,1602.06,9,Retail,1822,Success
3558,2024-10-11,3:51:38,2694.5,Healthcare,Mumbai,More,Mumbai,Online,2694.5,16,Furniture,1395,Pending
3559,2024-10-11,10:41:01,3434.59,Groceries,Chennai,More,Pune,ATM,3434.59,19,Grocery,1993,Success
3560,2024-10-11,6:15:33,4532.7,Clothing,Bangalore,Metro,Delhi,Online,4532.7,16,Grocery,2363,Success
3561,2024-10-11,14:18:02,2260.19,Clothing,Chennai,More,Delhi,POS,2260.19,14,Furniture,2009,Failed
3562,2024-10-11,13:12:12,4692.55,Electronics,Delhi,Reliance Fresh,Pune,POS,4692.55,2,Apparel,2045,Failed
3563,2024-10-11,22:09:06,4255.15,Healthcare,Kolkata,More,Mumbai,POS,4255.15,8,Apparel,2218,Failed
3564,2024-10-11,14:14:53,3309.22,Groceries,Delhi,Reliance Fresh,Pune,POS,3309.22,6,Retail,2204,Pending
3565,2024-10-11,10:05:21,2055.13,Healthcare,Pune,D Mart,Mumbai,Online,2055.13,11,Electronics,3170,Success
3566,2024-10-11,15:50:39,4641.77,Healthcare,Mumbai,D Mart,Hyderabad,POS,4641.77,18,Electronics,2072,Failed
3567,2024-10-11,14:38:58,1948.25,Clothing,Kolkata,Reliance Fresh,Kolkata,ATM,1948.25,18,Retail,1540,Pending
3568,2024-10-11,0:36:56,2512.68,Clothing,Delhi,Spencer's,Bangalore,POS,2512.68,2,Electronics,2170,Success
3569,2024-10-11,18:18:20,4881.85,Clothing,Kolkata,Easy Day,Chennai,POS,4881.85,9,Retail,633,Pending
3570,2024-10-11,14:50:00,4041.79,Groceries,Mumbai,More,Kolkata,POS,4041.79,11,Furniture,1384,Pending
3571,2024-10-11,14:36:57,3185.39,Electronics,Mumbai,Metro,Mumbai,Online,3185.39,9,Retail,2814,Failed
3572,2024-10-11,14:52:07,4429.07,Clothing,Kolkata,More,Mumbai,POS,4429.07,16,Retail,1333,Pending
3573,2024-10-11,14:50:29,824.72,Clothing,Pune,More,Chennai,POS,824.72,10,Furniture,2511,Failed
3574,2024-10-11,11:24:31,525.01,Groceries,Mumbai,Spencer's,Bangalore,Online,525.01,1,Electronics,2644,Pending
3575,2024-10-11,15:30:03,2355.55,Clothing,Bangalore,More,Chennai,POS,2355.55,17,Grocery,3047,Failed
3576,2024-10-11,22:08:29,3793.09,Healthcare,Pune,More,Bangalore,Online,3793.09,12,Apparel,1564,Success
3577,2024-10-11,23:44:02,1769.24,Healthcare,Hyderabad,D Mart,Delhi,POS,1769.24,13,Apparel,2060,Success
3578,2024-10-11,14:33:19,1923.15,Furniture,Mumbai,Spencer's,Delhi,ATM,1923.15,2,Apparel,2447,Pending
3579,2024-10-11,2:02:43,1991.31,Groceries,Mumbai,Croma,Mumbai,Online,1991.31,4,Apparel,2019,Failed
3580,2024-10-11,23:33:12,1295.97,Clothing,Mumbai,More,Kolkata,Online,1295.97,12,Furniture,2162,Failed
3581,2024-10-11,17:25:32,3207.48,Clothing,Delhi,HyperCity,Bangalore,Online,3207.48,15,Retail,2596,Failed
3582,2024-10-11,5:26:43,1655.25,Furniture,Kolkata,More,Chennai,POS,1655.25,13,Grocery,2476,Success
3583,2024-10-11,3:43:02,3316.3,Electronics,Pune,D Mart,Kolkata,Online,3316.3,4,Furniture,1227,Failed
3584,2024-10-11,6:44:12,2309,Groceries,Delhi,More,Bangalore,POS,2309,4,Apparel,858,Pending
3585,2024-10-11,17:24:15,1642.91,Clothing,Bangalore,Reliance Fresh,Hyderabad,POS,1642.91,10,Electronics,2889,Pending
3586,2024-10-11,22:16:50,2772.84,Electronics,Bangalore,More,Mumbai,ATM,2772.84,18,Grocery,2140,Success
3587,2024-10-11,20:06:19,2788.2,Groceries,Pune,Spencer's,Pune,Online,2788.2,15,Grocery,1094,Failed
3588,2024-10-11,8:37:07,4737.77,Clothing,Pune,Easy Day,Kolkata,ATM,4737.77,6,Furniture,826,Failed
3589,2024-10-11,17:42:07,3866.75,Clothing,Hyderabad,More,Kolkata,POS,3866.75,10,Furniture,1284,Pending
3590,2024-10-11,19:40:11,4966.04,Groceries,Mumbai,More,Kolkata,POS,4966.04,13,Electronics,879,Pending
3591,2024-10-11,5:50:51,1647.81,Furniture,Delhi,More,Delhi,ATM,1647.81,10,Furniture,910,Pending
3592,2024-10-11,11:29:50,4293.5,Healthcare,Chennai,Reliance Fresh,Mumbai,ATM,4293.5,16,Grocery,3109,Failed
3593,2024-10-11,21:22:32,2287.84,Furniture,Chennai,Reliance Fresh,Pune,ATM,2287.84,16,Grocery,2695,Failed
3594,2024-10-11,4:24:13,2890.09,Clothing,Delhi,More,Pune,Online,2890.09,12,Retail,1984,Pending
3595,2024-10-11,17:42:21,948.27,Healthcare,Chennai,HyperCity,Chennai,Online,948.27,18,Furniture,2100,Failed
3596,2024-10-11,20:33:16,1879.75,Furniture,Pune,Croma,Chennai,POS,1879.75,13,Retail,2086,Pending
3597,2024-10-11,18:54:12,3247.77,Healthcare,Mumbai,Reliance Fresh,Delhi,POS,3247.77,6,Apparel,1530,Failed
3598,2024-10-11,15:55:46,1067.81,Healthcare,Kolkata,Reliance Fresh,Delhi,Online,1067.81,15,Apparel,1969,Pending
3599,2024-10-11,20:24:11,2732.98,Groceries,Hyderabad,More,Chennai,POS,2732.98,11,Furniture,1476,Success
3600,2024-10-11,5:19:38,617.71,Clothing,Pune,Spencer's,Kolkata,Online,617.71,19,Apparel,759,Failed
3601,2024-10-11,3:38:02,708.84,Clothing,Pune,More,Pune,POS,708.84,16,Apparel,2054,Success
3602,2024-10-11,22:01:56,1722.61,Clothing,Pune,HyperCity,Pune,POS,1722.61,2,Grocery,2056,Failed
3603,2024-10-11,13:28:51,4982.1,Groceries,Kolkata,More,Bangalore,POS,4982.1,10,Electronics,2605,Pending
3604,2024-10-11,4:42:24,1769.78,Healthcare,Kolkata,Metro,Hyderabad,POS,1769.78,15,Electronics,1801,Success
3605,2024-10-11,23:43:02,2165.91,Electronics,Chennai,More,Bangalore,ATM,2165.91,18,Electronics,1747,Failed
3606,2024-10-11,15:33:20,2014.84,Clothing,Kolkata,Croma,Chennai,ATM,2014.84,14,Grocery,2553,Success
3607,2024-10-11,11:48:17,4226.34,Clothing,Delhi,More,Kolkata,POS,4226.34,1,Furniture,1856,Failed
3608,2024-10-11,0:02:36,4784.06,Groceries,Kolkata,Croma,Delhi,POS,4784.06,16,Grocery,2534,Pending
3609,2024-10-11,18:07:20,3312.62,Electronics,Chennai,D Mart,Hyderabad,POS,3312.62,17,Furniture,2036,Failed
3610,2024-10-11,7:56:49,770.86,Healthcare,Hyderabad,D Mart,Pune,Online,770.86,14,Apparel,1347,Success
3611,2024-10-11,9:58:27,1556.4,Furniture,Pune,More,Hyderabad,Online,1556.4,6,Apparel,1465,Failed
3612,2024-10-11,9:50:06,3566.05,Clothing,Bangalore,D Mart,Delhi,ATM,3566.05,20,Electronics,1884,Success
3613,2024-10-11,4:34:02,3613.84,Groceries,Mumbai,D Mart,Hyderabad,POS,3613.84,4,Apparel,2584,Failed
3614,2024-10-11,10:39:30,1507.7,Furniture,Pune,More,Kolkata,ATM,1507.7,9,Grocery,1283,Failed
3615,2024-10-11,5:34:39,2709.38,Furniture,Bangalore,D Mart,Mumbai,ATM,2709.38,4,Apparel,2397,Success
3616,2024-10-11,12:41:06,4751.8,Furniture,Hyderabad,More,Mumbai,ATM,4751.8,16,Grocery,1962,Failed
3617,2024-10-11,11:11:27,3233.23,Clothing,Mumbai,More,Chennai,ATM,3233.23,3,Electronics,1892,Failed
3618,2024-10-11,19:07:29,3258.72,Healthcare,Mumbai,Reliance Fresh,Hyderabad,ATM,3258.72,5,Grocery,2478,Success
3619,2024-10-11,17:39:51,2652.12,Groceries,Mumbai,More,Mumbai,Online,2652.12,7,Electronics,1891,Pending
3620,2024-10-11,5:13:00,3107.83,Electronics,Delhi,More,Bangalore,Online,3107.83,6,Apparel,2867,Pending
3621,2024-10-11,9:51:27,4372.06,Electronics,Pune,Metro,Hyderabad,POS,4372.06,4,Furniture,541,Success
3622,2024-10-11,14:09:47,906.29,Furniture,Kolkata,Easy Day,Kolkata,POS,906.29,20,Furniture,1489,Success
3623,2024-10-11,4:44:37,1030.93,Electronics,Hyderabad,D Mart,Chennai,POS,1030.93,2,Grocery,2619,Success
3624,2024-10-11,14:44:22,4959.13,Healthcare,Delhi,More,Chennai,ATM,4959.13,4,Electronics,2091,Failed
3625,2024-10-11,7:56:48,4616.79,Healthcare,Bangalore,Easy Day,Mumbai,ATM,4616.79,5,Retail,544,Success
3626,2024-10-11,21:56:25,4218.8,Healthcare,Pune,More,Bangalore,ATM,4218.8,13,Apparel,2592,Pending
3627,2024-10-11,17:32:49,2447.21,Healthcare,Bangalore,Big Bazaar,Delhi,ATM,2447.21,10,Grocery,3051,Pending
3628,2024-10-11,8:21:46,3540.49,Furniture,Bangalore,Spencer's,Delhi,ATM,3540.49,17,Electronics,678,Failed
3629,2024-10-11,19:05:44,1590.51,Furniture,Delhi,More,Kolkata,ATM,1590.51,11,Retail,1173,Pending
3630,2024-10-11,9:30:34,1596.38,Electronics,Pune,Reliance Fresh,Chennai,Online,1596.38,3,Apparel,3091,Pending
3631,2024-10-11,23:17:31,1419.57,Groceries,Chennai,More,Bangalore,Online,1419.57,11,Electronics,1548,Success
3632,2024-10-11,13:31:55,1210.73,Furniture,Hyderabad,Metro,Delhi,POS,1210.73,10,Furniture,1808,Success
3633,2024-10-11,12:24:12,3609.38,Electronics,Chennai,Metro,Kolkata,POS,3609.38,16,Furniture,2975,Success
3634,2024-10-11,19:42:40,3802.11,Healthcare,Hyderabad,Metro,Pune,ATM,3802.11,3,Grocery,2908,Pending
3635,2024-10-11,9:48:38,4853.85,Furniture,Delhi,D Mart,Chennai,POS,4853.85,9,Apparel,2746,Pending
3636,2024-10-11,15:38:15,2225.97,Healthcare,Mumbai,D Mart,Bangalore,Online,2225.97,15,Apparel,1579,Pending
3637,2024-10-11,14:30:30,4423.94,Electronics,Hyderabad,More,Pune,ATM,4423.94,13,Electronics,1763,Success
3638,2024-10-11,0:33:27,4256.83,Clothing,Mumbai,D Mart,Chennai,Online,4256.83,3,Furniture,840,Success
3639,2024-10-11,19:37:35,1133.26,Clothing,Mumbai,More,Mumbai,ATM,1133.26,1,Apparel,2601,Success
3640,2024-10-11,14:54:34,3050.5,Electronics,Hyderabad,More,Delhi,ATM,3050.5,8,Apparel,2334,Success
3641,2024-10-11,17:16:55,4947.7,Electronics,Chennai,Spencer's,Chennai,ATM,4947.7,4,Electronics,2553,Pending
3642,2024-10-11,3:58:42,2280.46,Clothing,Bangalore,Croma,Mumbai,ATM,2280.46,7,Electronics,2953,Success
3643,2024-10-11,12:01:06,4561.88,Groceries,Mumbai,More,Kolkata,POS,4561.88,17,Electronics,2695,Failed
3644,2024-10-11,15:46:12,2280.5,Electronics,Mumbai,More,Chennai,Online,2280.5,2,Retail,962,Pending
3645,2024-10-11,20:11:30,3618.75,Clothing,Hyderabad,More,Mumbai,POS,3618.75,12,Apparel,563,Success
3646,2024-10-11,2:53:49,4108.59,Electronics,Mumbai,More,Mumbai,ATM,4108.59,15,Grocery,2631,Failed
3647,2024-10-11,5:12:03,1458.84,Healthcare,Chennai,D Mart,Mumbai,Online,1458.84,4,Electronics,2150,Pending
